trialNum,  rise1, rise2, ampl1, ampl2, resp, correct, standard, stepsize_Perc, reversal,  rise_diff_perc, type1,200,100,0.5,0.5,1,1,2,0.25,0,1.0018,2
2,100,200,0.5,0.5,2,1,1,0.25,0,1.0018,2
3,175,100,0.5,0.5,1,1,2,0.25,0,0.75137,2
4,100,175,0.5,0.5,2,1,1,0.25,0,0.75137,2
5,100,156,0.5,0.5,2,1,1,0.25,0,0.56353,2
6,156,100,0.5,0.5,1,1,2,0.25,0,0.56353,2
7,100,142,0.5,0.5,2,1,1,0.25,0,0.42264,2
8,100,142,0.5,0.5,2,1,1,0.25,0,0.42264,2
9,100,131,0.5,0.5,2,1,1,0.25,0,0.31698,2
10,131,100,0.5,0.5,1,1,2,0.25,0,0.31698,2
11,123,100,0.5,0.5,2,0,2,0.25,1,0.23774,2
12,100,129,0.5,0.5,2,1,1,0.25,1,0.29717,2
13,100,129,0.5,0.5,1,0,1,0.125,1,0.29717,2
14,100,133,0.5,0.5,2,1,1,0.125,1,0.33432,2
15,133,100,0.5,0.5,2,0,2,0.0625,1,0.33432,2
16,100,135,0.5,0.5,1,0,1,0.0625,0,0.35521,2
17,137,100,0.5,0.5,1,1,2,0.0625,1,0.37741,2
18,137,100,0.5,0.5,2,0,2,0.03125,1,0.37741,2
19,100,138,0.5,0.5,2,1,1,0.03125,1,0.38921,2
20,100,138,0.5,0.5,1,0,1,0.015625,1,0.38921,2
