trialNum,  rise1, rise2, ampl1, ampl2, resp, correct, standard, stepsize_Perc, reversal,  rise_diff_perc, type1,43,10,0.5,0.5,2,0,2,0.25,0,3.3106,2
2,51,10,0.5,0.5,1,1,2,0.25,1,4.1383,2
3,10,51,0.5,0.5,2,1,1,0.25,0,4.1383,2
4,41,10,0.5,0.5,2,0,2,0.25,1,3.1037,2
5,10,44,0.5,0.5,2,1,1,0.125,1,3.4917,2
6,44,10,0.5,0.5,1,1,2,0.125,0,3.4917,2
7,10,40,0.5,0.5,2,1,1,0.125,0,3.0552,2
8,40,10,0.5,0.5,1,1,2,0.125,0,3.0552,2
9,36,10,0.5,0.5,1,1,2,0.125,0,2.6733,2
10,36,10,0.5,0.5,1,1,2,0.125,0,2.6733,2
11,33,10,0.5,0.5,1,1,2,0.125,0,2.3391,2
12,10,33,0.5,0.5,1,0,1,0.125,1,2.3391,2
13,10,34,0.5,0.5,2,1,1,0.0625,1,2.4853,2
14,34,10,0.5,0.5,1,1,2,0.0625,0,2.4853,2
15,33,10,0.5,0.5,1,1,2,0.0625,0,2.33,2
16,33,10,0.5,0.5,1,1,2,0.0625,0,2.33,2
17,10,31,0.5,0.5,1,0,1,0.0625,1,2.1844,2
18,10,32,0.5,0.5,2,1,1,0.03125,1,2.2526,2
19,32,10,0.5,0.5,1,1,2,0.03125,0,2.2526,2
20,10,31,0.5,0.5,1,0,1,0.03125,1,2.1822,2
21,10,32,0.5,0.5,2,1,1,0.015625,1,2.2163,2
