trialNum,  rise1, rise2, ampl1, ampl2, resp, correct, standard, stepsize_Perc, reversal,  rise_diff_perc, type1,17,5,0.5,0.5,1,1,2,0.25,0,2.5,2
2,17,5,0.5,0.5,1,1,2,0.25,0,2.5,2
3,14,5,0.5,0.5,2,0,2,0.25,1,1.875,2
4,16,5,0.5,0.5,2,0,2,0.25,0,2.3438,2
5,5,19,0.5,0.5,1,0,1,0.25,0,2.9297,2
6,5,23,0.5,0.5,2,1,1,0.25,1,3.6621,2
7,5,23,0.5,0.5,2,1,1,0.125,0,3.6621,2
8,21,5,0.5,0.5,1,1,2,0.125,0,3.2043,2
9,21,5,0.5,0.5,1,1,2,0.125,0,3.2043,2
10,19,5,0.5,0.5,1,1,2,0.125,0,2.8038,2
11,19,5,0.5,0.5,2,0,2,0.125,1,2.8038,2
12,5,20,0.5,0.5,2,1,1,0.125,1,3.1543,2
13,5,20,0.5,0.5,2,1,1,0.0625,0,3.1543,2
14,5,19,0.5,0.5,2,1,1,0.0625,0,2.9571,2
15,5,19,0.5,0.5,1,0,1,0.0625,1,2.9571,2
16,20,5,0.5,0.5,2,0,2,0.0625,0,3.142,2
17,21,5,0.5,0.5,1,1,2,0.0625,1,3.3383,2
18,21,5,0.5,0.5,1,1,2,0.03125,0,3.3383,2
19,5,21,0.5,0.5,1,0,1,0.03125,1,3.234,2
20,21,5,0.5,0.5,1,1,2,0.03125,1,3.3351,2
21,5,21,0.5,0.5,1,0,1,0.015625,1,3.3351,2
